shop_num_1,shop_name,shop_addr_1,shop_addr_2,shop_city,shop_state,shop_zip,shop_addr_1_m,shop_addr_2_m,shop_city_m,shop_state_m,shop_zip_m,shop_phone_1,shop_phone_2,shop_email,shop_website,shop_owner,shop_hours,shop_mdse
13203,Sew Nice,200 W. Wyandot Avenue,,Upper Sandusky,OH,43351,200 W. Wyandot Avenue,,Upper Sandusky,OH,43351,(419) 294-2200,,sewniceupper@sbcglobal.net,https://www.sewnice.org,Heidi McLane ,"MTuWF 10-5, Th 10-7, Sa 10-2","M,ME,Q"
12405,Green Acres Sew & Vac,"211 W. Grand Avenue, Suite 4",,Memphis,MO,63555,"211 W. Grand Avenue, Suite 4",,Memphis,MO,63555,(660) 465-7131,,green.acres.sewing@gmail.com,http://www.greenacressewvac.com,Burnell & Lacretia Oberholtzer,"Mon 8-3, Tu-Th 8-5, F 8-6, Sa 8-12","M,ME,Q"
11471,Windy Moon Quilts Sewing Center,406 Pyramid Way,,Sparks,NV,89431,,,,,,(775) 870-4031,,admin@windymoonquilts.com,www.windymoonquilts.com,Mike and Sandi Sullivan,WED-SAT 10-4,"M,ME,Q"
7505,Satin Stitches Sewing & Embroidery,705D Vandiver Drive,,Columbia,MO,65202,705 D Vandiver Drive,,Columbia,MO,65202,(573) 817-0006,,satinstitches@mchsi.com,http://www.marcysewing.com,Gail Marcy,"Tu-Th 10-5, F-Sa 9:30-3","M,ME,Q"
11756,Lake Erie Mercantile,608 OakHill Ct,,Monroe,MI,48162,608 OakHill Ct,,Monroe,MI,48162,,,connie@lakeeriemercantile.com,https://www.lakeeriemercantile.com,Connie Buick,W 10-4,"M,ME,Q"
16335,Gabby's Sewing and More,4506 Pennsylvania Avenue,,Charleston,WV,25320,4506 Pennsylvania Avenue,,Charleston,WV,25320,(304) 935-2360,,gabbyssewingandmore@gmail.com,http://www.gabbyssewingwv.com,Gabby Chapman,Wed-Sat 10-5,"M,ME,Q"
13709,The Presser Foot,2430 Main Street,,Longmont,CO,80501,,,,,,(303) 485-6681,,bernina@thepresserfoot.com,www.thepresserfoot.com,Melody Munson,"MTuWFSa 10-5, Th 10-6","M,ME,Q"
14896,Confident Stitch,139 W. Front Street,,Missoula,MT,59802,139 W. Front Street,,Missoula,MT,59802,(406) 540-4068,,info@theconfidentstitch.com,https://www.theconfidentstitch.com,Kate McIvor,"M-F 10-6, Sa 10-5","M,ME,Q"
13176,Dave's Bernina,"691 E. St. George Blvd., Suite 1",,St. George,UT,84770,,,,,,(435) 656-1498,,rod@davesbernina.com,https://www.davesbernina.com,Rod Borget,"M-F 10-6, Sa 10-5; Summer hours vary","M,ME,Q"
14577,Quilted Joy,12316 Shelbyville Road,,Louisville,KY,40243,12316 Shelbyville Road,,Louisville,KY,40243,(502) 718-7148,,support@quiltedjoy.com,https://www.quiltedjoy.com,Angela Huffman,"TuWF 9:30-5, Th 9:30-7, Sa 9:30-4","M,ME,Q"
9567,Bearly Square Quilting,"109 1st Street W, #3",,Havre,MT,59501,"109 1st Street W, #3",,Havre,MT,59501,(406) 265-4424,,bearlysquare@gmail.com,http://www.bearlysquarequilting.com/,Wendy Gerky ,"M-F 10-5:30, Sa 10-4","M,ME,Q"
13398,Sandy's Make It Sew,28790 Plymouth Road,,Livonia,MI,48150,28790 Plymouth Road,,Livonia,MI,48150,(734) 266-2491,,sandysmis@sbcglobal.net,https://www.sandysmakeitsew.com,Brandy,"Tu 10-6, WThF 10-4, Sa 10-3","M,ME,Q"
5515,Country Stitches,1965 Boardman Road,,Jackson,MI,49202,1965 Boardman Road,,Jackson,MI,49202,(517) 782-7100,(800) 782-3830,stitches@countrystitches.com,www.countrystitches.com,Ann Fuller,"M-Th 10-6, F 10-5, Sa 10-4","M,ME,Q"
12054,Quilt 'N Fabric,"935  Lanier Avenue W, Suite 1016",,Fayetteville,GA,30214,"935  Lanier Avenue W, Suite 1016",,Fayetteville,GA,30214,(678) 817-7878,,quiltnfabric1016@gmail.com,https://www.seams-sew-right.com,Kathy Chance,M-Sa 10-5,"M,ME,Q"
8059,"A Quilter's Garden, Inc.",342 River Street (Route 302),,Montpelier,VT,5602,"342 River Street, Route 302",,Montpelier,VT,5602,(802) 223-2275,,Info@aquiltersgarden.net,http://www.aquiltersgarden.net,Dee Lamberton,"Winter: Tu-F 10-5, Sa 10-4; Summer (Memorial Day - Labor Day): Tu-Th 10-5, F 10-4, Sa 10-2","M,ME,Q"
11029,Patches Quilt Loft & Embroidery,1442 Candia Road,,Manchester,NH,3109,,,,,,(603) 206-5490,,patches029@comcast.net,www.Patchesquiltloft.com ,Diane Tkacz,"WF 10-5, Th 10-6, SaSu 10-4","M,ME,Q"
6751,Sew Special,"275 Ka'ahumanu Avenue, #151",,Kahului,HI,96732,"275 Ka'ahumanu Avenue, #151",Queen Kaahumanu Shopping Center,Kahului,HI,96732,(808) 877-6128,,info@sewspecialmaui.com,https://www.sewspecialmaui.net,Barbara and Roy Huntley,"M-Th 10-8p, F-Sa 10-9, Su 10-5","M,ME,Q"
10298,Fenton Sew-N-Vac,25 Gravois Bluffs Plaza Drive,,Fenton,MO,63026,180 Gravois Bluffs Cir Ste A,,Fenton,MO,63026-7717,(636) 343-8088,,sewnvac@aol.com,https://www.fentonsewnvac.com,Ray York ,"M-F 9-6, Sa 10-4","M,ME,Q"
5669,McKee Sewing Center,64 Sparrow Road,,Green Forest,AR,72638,,,,,,(870) 437-2862,(871) 391-6986,mckeesewingcenter@yahoo.com,www.mckeesewingcenter.com,Fay and Bill McKee,"M-F 10-4, Sa 10-3","M,ME,Q"
18009,Where We Create,277 South Street,,Bernardston,MA,1337,,,,,,(413) 218-7693,,Wwcquilts@gmail.com,where we create.net,Donna Girad,"M 9-2:30, Th 12:30-8, F 9-5, Sa 9-12","M,ME,Q"
12818,JT Ranch Quilt Shop,706 Conrad Hilton Blvd.,,Cisco,TX,76437,706 Conrad Hilton Blvd.,,Cisco,TX,76437,(254) 442-1940,,jerry@choateranch.com,http://www.choateranch.com,Jerry Choate,"Tu-F 10-5, Sa 10-2","M,ME,Q"
3009,Country Fabrics & Quilting ,909 S. 6th Street,,Brainerd,MN,56401,909 S. 6th Street,,Brainerd,MN,56401,(218) 829-7273,,db.countryfabrics@hotmail.com,https://www.countryfabricsandquilting.com,Deb Burton,Tu-Sa 10-4,"M,ME,Q"
12049,Sewing ETC.,2661 N. Bridge Street,,Yorkville,IL,60560,,,,IL,60560,(630) 882-9328,,kellybrisbin@gmail.com,www.sewingetcyorkville.com,Kelly Brisbin,"M-F 10-5, Sa 10-4","M,ME,Q"
5457,A Quilter's Paradise - Roberts Sewing Center,2011 Weber Road,,Crest Hill,IL,60403,,,,IL,,(815) 729-1600,(800) 273-9111,help@robertssewingcenter.com,https://www.aquiltersparadise.com,Ken Roberts,"M, Tu, Th, F, Sa 10-4","M,ME,Q"
17828,Stitched Quilt Shop,5104 Crater Lake Ave,,Central Point,OR,97502,5104 Crater Lake Ave,,Central Point,OR,97502,(541) 855-4124,,stitchedon2nd@gmail.com,https://stitchedon2nd.com/,Janet Wilson,Tuesday -Saturday 9-4:00,"M,ME,Q"
11285,Wabash Valley Fabrics,1347 Wabash Avenue,,Terre Haute,IN,47807,1347 Wabash Ave,,Terre Haute,IN,47807,(812) 232-0727,,nancy@wabashvalleyfabrics.com,http://www.wabashvalleyfabrics.com,Nancy Dowell and Theresa Market,"M-Th 9-5, F 9-6, Sa 9-3","M,ME,Q"
17253,Becky's Sewing Center,"6190 N. Sunshine Street, Suites A & B",,Coeur d'Alene,ID,83815,"6190 N. Sunshine Street, Suites A & B",,Coeur d'Alene,ID,83815,(208) 719-0500,,Info@BeckysSewingCenter.com,https://www.BeckysSewingCenter.com,Emily & Russ Gottschalk,"Mon-Fri 10a-5p, Sat 10a-4p","M,ME,Q"
14620,Sew Magarbo,"44933 George Washington Blvd., Suite 100",,Ashburn,VA,20147,"44933 George Washington Blvd., Suite 100",,Ashburn,VA,20147,(703) 375-9739,,info@sewmagarbo.com,http://www.sewmagarbo.com,Precious Lopez,Tuesday-Saturday/11am-4pm,"M,ME,Q"
16229,Time Flies Quilt and Sew,116 US Highway 41E,,Negaunee,MI,49866,116 US Highway 41E,,Negaunee,MI,49866,(906) 401-0245,,pam@timefliesquiltandsew.com,http://www.timefliesquiltandsew.com,Pam Kauppila,"M-F 10-5, Sa 10-4","M,ME,Q"
17371,Indiana Quilt Depot & Machine Service LLC,7966 SR 37,,Bedford,IN,47421,7966 SR 37,,Bedford,IN,47421,(812) 275-7400,,main@indianaquiltdepot.com,https://www.indianaquiltdepot.com,Gordon,"M-F 10-5, Sa 9-2","M,ME,Q"
10701,Stitch Therapy,"2140 E. University Drive, Suite B",,Auburn,AL,36830,"2140 E. University Drive, Suite B",,Auburn,AL,36830,(334) 821-7781,,debsmock@aol.com,www.stitchtherapyauburn.com,Debbie Hillestad,"Tu-F 10-5, Sa 9-2","M,ME,Q"
17703,The Quilt Shoppe in Bowie & PinPals Quilting ,207 N. Smythe Street,,Bowie,TX,76230,,,,TX,,(817) 832-6814,,nan.pinpals@gmail.com,https://www.thequiltshopinbowie.com/,Nanette Stapleton,"Tu-F 10-6, Sa 10-2","M,ME,Q"
14694,Sew Special Quilts,"21800 Katy Freeway, Suite 100",,Katy,TX,774499,"21800 Katy Freeway, Suite 100",,Katy,TX,774499,(281) 717-8033,,sewspecial@sewspecialsa.comm,https://www.sewspecialsa.com/,Michelle and Laurie Mangold,"M-F 9-5, Sa 9-4","M,ME,Q"
5531,RainTree Quilting LLC,"9105 Mendenhall Mall Road, Suite 350",,Juneau,AK,99801,,,,,,(907) 789-7900,,sew@raintreequilting.com,https://www.raintreequilting.com,Jodie Buck,"M-F 10-7, Sa 10-6, Su 12-5","M,ME,Q"
8077,Quilted Expressions ,3622 Old Forest Road,,Lynchburg,VA,24501,3622 Old Forest Road,,Lynchburg,VA,24501,(434) 385-6765,,sewingdoc@verizon.net,https://www.QuiltedExpressions.com,Jerry Whitt,"M-F 10-5, Sa 10-3","M,ME,Q"
10239,AllBrands.com / Sew Contempo,1185 W. Nasa Parkway,,Houston,TX,77598,1185 West Nasa Pkwy,Off I-45 by Big Lots,,TX,77598,(281) 333-5322,(800) 739-7374,houston@allbrands.com,https://www.allbrands.com,John Douthat,"M-F 10-6, Sa 10-4","M,ME,Q"
16916,Randy's Sewing Center,"5353 Red Tip Road, Suite 109",,Fayetteville,NC,28314,"5353 Red Tip Road, Suite 109",Suite 109,Fayetteville,NC,28314,(910) 745-8898,(336) 831-4000,randyssewingcenter@gmail.com,https://randyssewingcenter.com/,Dolly Schleter,"Tu-F 11-5:30, Sa 11-3","M,ME,Q"
7287,Life's A Stitch,124 N. Broadway,,De Pere,WI,54115,124 N. Broadway,,De Pere,WI,54115,(920) 338-1381,,quilt2las@yahoo.com,http://www.las-wi.com/,Mikey Stencil,Call for hours ,"M,ME,Q"
13565,Northwest Sewing Center,"5448 Burnet Road,  #1",,Austin,TX,78756,,,,,,(512) 459-3961,,singernw@sbcglobal.net,www.nwsewingcenter.com,Mary,"M 11-5, Tu-F 10-6, Sa 10-4:30","M,ME,Q"
13444,Stony Brook Sew & Vac,17 Park Street,,Bordentown,NJ,8505,17 Park Street,,Bordentown,NJ,8505,(609) 372-4018,,stonybrook@comcast.net,https://www.stonybrooksewandvac.com,,"TuThFSa 10-4, W 10-7","M,ME,Q"
11216,Beginnings Quilt Shop,1038-C Greenville Highway,,Hendersonville,NC,28792,1038-C Greenville Highway,,Hendersonville,NC,28792,(828) 693-6622,,beginningsquiltshop@yahoo.com,http://www.beginningsquiltshop.com,Kathy Neal/ Todd Simmons,"M-F 10-4, Sa 10-3","M,ME,Q"
17408,SewEndipitous,1093A Albright Road,,Rock Hill,SC,29730,1093A Albright Road,,Rock Hill,SC,29730,(803) 366-1100,,lisarenee@lisareneeinc.com,https://www.sewendipitous.com,Lisa Renee Baker,"Tu-F 10-5, Sa 10-3","M,ME,Q"
16124,Kingdom Sewing and Vacuum of Northridge,8923 Reseda Blvd.,,Northridge,CA,91324,8923 Reseda Blvd.,,Northridge,CA,91324,(818) 993-8933,,KingdomSewingKSVN@gmail.com,http://www.kingdomsvn.com,Pilar De Luna Rojas,"M-F 10-6, Sa 10-4","M,ME,Q"
13573,Your Best Friend's Quilt Shop,120 W. Main Street,,Grangeville,ID,83530,120 W. Main Street,,Grangeville,ID,83530,(208) 983-0092,(208) 983-0092,info@yourbestfriendsquiltshop.com,http://www.yourbestfriendsquiltshop.com,Christina Doughty,"M-F 9-5, Sa 9-3","M,ME,Q"
14648,AllBrands.com / Creative Sewing Center,11777 West Avenue,,San Antonio,TX,78216,11777 West Avenue,,San Antonio,TX,78216,(210) 344-0791,,sanantonio@allbrands.com,http://www.allbrands.com,John Douthat,"M-F 10-6, Sa 10-4","M,ME,Q"
5428,High Country Quilts,4727 N. Academy Blvd.,,Colorado Springs,CO,80918,4727 N. Academy Blvd.,,Colorado Springs,CO,80918,(719) 598-1312,,highcountrysv@gmail.com,https://www.hcquilts.com,Adam and Renee Wheaton,M-Sa 10-5,"M,ME,Q"
6632,Close to Home,995 Queen Street,,Southington,CT,6489,,,,,,(860) 793-6639,,close@snet.net,www.closetohomestores.com,The Gattinellas (Marc),"M-F 10-5, Sa 10-4","M,ME,Q"
15947,Southern Charm Quilting,1847 University Drive NW,,Huntsville,AL,35801,,,,,,(256) 536-3757,,southerncharmquilting@gmail.com,https://www.southerncharmquiltinghsv.com/,Cindy McAlister,"M-F 10-5, Sa 9-2","M,ME,Q"
14874,"A Stitch in Time, Inc.",200 Paul Bunyan Drive S,Suite 2,Bemidji,MN,56601,200 Paul Bunyan Drive S,Suite 2,Bemidji,MN,56601,(218) 444-7727,,staff@astitch.biz,https://www.sewbemidji.com,Jay Stauffer,M-Sa 9-5,"M,ME,Q"
7906,Creative Sewing Machine Center,519 12th Street,,West Columbia,SC,29169,519 12th Street,,West Columbia,SC,29169,(803) 936-1251,,Peggy@creativesewingmachinecenter.com,https://www.creativesewingmachinecenter.com,Peggy Ledford,"M-F 9-5, Sa 9-3","M,ME,Q"
17308,Mountain Quilts,586 Bell Creek Road,,Hiawassee,GA,30546,586 Bell Creek Road,,Hiawassee,GA,30546,(706) 896-3848,,info@mountain-quilts.com,https://www.mountain-quilts.com,Sheila Tucker,"Tu-F 10-5, Sa 10-4","M,ME,Q"
11019,Bittersweet Fabric Shop,8 Cottage Street,,Boscawen,NH,3303,8 Cottage Street,,Boscawen,NH,3303,(603) 753-4920,,bittersweetfabric@gmail.com,https://www.bittersweetfabricshop.com,Randy and Holly Silver,"Tu-F 9-5, Sa 9-1","M,ME,Q"
6672,Cinnamon's Quilt Shoppe,"8358 Point Meadows Drive, Suite 4",,Jacksonville,FL,32256,"8358 Point Meadows Drive, Suite 4",,Jacksonville,FL,32256,(904) 519-7705,,info@cinnamonsquilts.com,https://cinnamonsquilts.com,Jamie Covey and Janice Milhollin,M-Sa 10-5,"M,ME,Q"
11282,Inspire Quilting & Sewing,101 N. Collins Street,,Plant City,FL,33563,101 N. Collins Street,,Plant City,FL,33563,(813) 704-4867,,Stacie@inspirequilting.com,https://inspirefabrics.com/index.php,Stacie Catena,M-S 10-4,"M,ME,Q"
5598,Sun Valley Quilts,9857 W. Bell Road,,Sun City,AZ,85351,9857 W. Bell Road,,Sun City,AZ,85351,(623) 972-2091,,quilting@sunvalleyquilts.com,https://www.sunvalleyquilts.com,Barbara Connoyer,"M-F 9-5, Sa 9-4, Su 12-4","M,ME,Q"
13220,Sewing Solutions,5916 Business 220,,Bedford,PA,15522,6068 Business 220,,Bedford,PA,15522,(814) 623-2413,,fabrics@bedfordsewing.com,https://www.bedfordsewing.com,Lowell Martin,"MTuWF 9-5, Th 9-6, Sa 9-2","M,ME,Q"
10905,Discount Fabric Warehouse,"933 Kanoelehua Avenue, #7",,Hilo,HI,96720,"933 Kanoelehua Avenue, #7",,Hilo,HI,96720,(808) 935-1234,,dfwkona@hawaiiantel.net,http://www.discountfabricwarehouse.com,Bill Miller,"M-Sa 9-6, Su 10-4","M,ME,Q"
10959,The Sewing & Vacuum Center,525  22nd Avenue S,,Meridian,MS,39301,525  22nd Avenue S,,Meridian,MS,39301,(601) 693-1863,,icanhelpsew@aol.com,https://www.icanhelpsew.com/,Allison Slayton,"M-F 9-5:30, Sa 10-5","M,ME,Q"
13913,"Cardinal Creations, Inc.","7451 W. Blue Road, (M-55)",,Lake City,MI,49651,7451 W. Blue Road (M-55),,Lake City,MI,49651,(231) 839-5570,,info@cardinalcreationsinc.com ,https://www.cardinalcreationsinc.com,Mollie & Heather,"M-F 10-5, Sa 10-2","M,ME,Q"
14769,Bobbins Quilt and Sew,1007 Main Street,,Buhl,ID,83316,1007 Main Street,,Buhl,ID,83316,(208) 543-0956,,charlene.bobbins@gmail.com,http://www.bobbinsquiltandsew.com,Gaylord and Charlene Friesen,"M-F 10-5, Sa 11-3","M,ME,Q"
5688,Pinwheel Fabrics,"5407 Highway 5 N, #19",,Bryant,AR,72022,"5407 Highway 5 N, #19",GRANT PLAZA,Bryant,AR,72022,(501) 847-4177,,pinwheelfabric@sbcglobal.net,https://www.pinwheelfabrics.com,Charlotte Williams,"Tu-F 10-5, Sa 10-3","M,ME,Q"
12718,Patty's Sewing Center,"12721 Mountain Air, #101",,San Antonio,TX,78249,"12721 Mountain Air, #101",,San Antonio,TX,78249,(210) 734-5515,,patty@pattyssewingcenter.com,https://www.pattyssewingcenter.com/index.htm,Patty Woods,Tu-Sa 9:30-4,"M,ME,Q"
7736,Bismarck Sewing & Quilting,"1300 Skyline Blvd., Suite 106",,Bismarck,ND,58503,"1300 Skyline Blvd., Suite 106",,Bismarck,ND,58503,(701) 258-5139,,joy@bismarcksewingandquilting.com,https://www.bismarcksewingandquilting.com,Joy & Blake Papke,MTuThF 10-5 W 10-530 Sa 930-3,"M,ME,Q"
14743,Village Sewing of Ukiah ,"1252 Airport Park Blvd., Suite A-2",,Ukiah,CA,95482,,,,,,(707) 467-9383,,john@villagesewing.com,www.villagesewing.com,John Furtado,Tu-Sa 10-5,"M,ME,Q"
12345,AllBrands.com,"796 E. I-10 Service Road, Suite 100",,Slidell,LA,70461,"796 E. I-10 Service Road, Suite 100",,Slidell,LA,70461,(985) 643-4252,,slidell@allbrands.com,https://www.allbrands.com,John Douthat,"M-F 9-5, Sa 10-4","M,ME,Q"
15037,Amazing Stitches,611 Main Street,,Emlenton,PA,16373,PO Box 631,,Emlenton,PA,16373,(724) 867-0880,,dixie@amazingstitches.net,http://www.amazingstitches.net,Dixie Gordon,"MWThF, 10-5","M,ME,Q"
11320,The Quilters Studio,"9600 Main Street, Suite L",,Fairfax,VA,22031,9600 Main St Ste L,,Fairfax,VA,22031-3798,(703) 261-6366,,artquiltsew@quiltersstudiova.com,https://www.quiltersstudiova.com,Kathye Gillette,"MTuWFSa 10-6, Th 12-8, Su 12-5","M,ME,Q"
5494,Capital Quilts,15926 Luanne Drive,,Gaithersburg,MD,20877-1408,15926 Luanne Dr,,Gaithersburg,MD,20877,(301) 527-0598,,sewit@capitalquilts.com,http://www.capitalquilts.com,Marianne Losey,"M-Sa 11-5, Su 12-5","M,ME,Q"
7649,Marie's Sewing Center,6599 S. Transit Road,,Lockport,NY,14094,6310 Robinson Rd,,Lockport,NY,14094-9234,(716) 434-2583,,mariessewingcenter@gmail.com,www.mariessewingcenter.com,Marie Walters,"M-F 10-5, Sa 10-3","M,ME,Q"
15113,Rocking Bobbin Quilt Shop,"4441 Bass Pro Drive, #100",,Garland,TX,75043,9090 Skillman Street #166A,,Dallas,TX,75243,(972) 803-8400,,staci@rockingbobbin.com,www.rockingbobbin.com,Staci Rittenhouse,Winter: M-Sa10-5; Summer: M-Sa 10-6,"M,ME,Q"
17297,Bernina Stitchin Post,"30600 Drouillard Road, Unit F",,Walbridge,OH,43465,"30600 Drouillard Road, Unit F",,Walbridge,OH,43465,(567) 249-4060,,berninastitchinpost@gmail.com,https://www.berninastitchinpost.com,Connie Frank,"M-F 10-5, Sa 9-1","M,ME,Q"
6974,Linda Z's Sewing Center,1216 E. Central Road,,Arlington Heights,IL,60005,1216 E. Central Road,,Arlington Heights,IL,60005,(847) 394-4590,,info@lindazs.com,http://www.lindazs.com,Linda Zachman,"M 10-7, Tu-Sa 10-5:30, Su 11:30-5","M,ME,Q"
12346,AllBrands.com,3541 Ambassador Caffery Parkway,,Lafayette,LA,70503,,,,,,(337) 981-2808,,lafayette@allbrands.com,https://www.allbrands.com,John Douthat,"M-F 10-6, Sa 10-4","M,ME,Q"
14925,Pick Your Stitch LLC,6701 Manlius Center Road,,East Syracuse,NY,13057,6701 Manlius Center Road,,East Syracuse,NY,13057,(315) 437-0962,,pickyourstitch@gmail.com,https://www.pickyourstitch.com,Amy McNamara,"Tu-F 10-5, MSa 10-2","M,ME,Q"
6981,Calico Country Sew & Vac,2525 Fairview Drive,,Carbondale,IL,62902,2525 Fairview Drive,,Carbondale,IL,62902,(618) 529-5665,,calicocountrywf@frontier.com,https://www.calicocountry.com,Chuck Clark,"M-F 10-4, Sa 10-3","M,ME,Q"
8336,Country Fabrics,723 W. Broadway Avenue,,Moses Lake,WA,98837,723 W. Broadway Ave.,,Moses Lake,WA,98837,(509) 764-4706,(509) 764-4708,countryfabricsmailer@gmail.com,https://www.mycountryfabricsml.com,Casey McDowall,"M-F  9:30-5:30, Sa 10:00-4","M,ME,Q"
10238,Heyde Sewing Machine Company,11960 Tesson Ferry Road,,St. Louis,MO,63128,,,,,,(314) 843-1168,(877) 245-8100,heydesewing@sbcglobal.net,https://www.heydesewing.com,Karen Warren ,"M-F 10-6, Sa 10-4","M,ME,Q"
9099,The Sewing Connection,"11001 US Highway 250, B-2",,Milan,OH,44846,"11001 US Highway 250, B-2",B-2,Milan,OH,44846,(419) 499-9393,,sewingconnection@gmail.com,www.sewing-connection.com,Marj Girosky,Tu-Sa 10-3 or by appt.,"M,ME,Q"
6667,The Sewing and Training Center,"913 Beal Parkway NW, Suite F",,Ft. Walton Beach,FL,32547,"913 Beal Parkway NW, Suite F",,Ft. Walton Beach,FL,32547,(850) 243-8261,,info@sewitbetter.com,https://www.sewitbetter.com,Debra Jacobs and Brandi Hotto,"Tu-F 10-5, Sa 10-2","M,ME,Q"
13604,Mother Superior's FAB Fabrics,87 E 2580 S,,St. George,UT,84790,87 E 2580 S,,St. George,UT,84790,(435) 256-6420,,fabric@fabfabrics.com,https://www.fabfabrics.com,Heather Purcell,"M-F 10-5:30, Sa 10-4","M,ME,Q"
7230,The Fabric Shop of Ruston,100 W. Park Avenue,,Ruston,LA,71270,100 W. Park Avenue,,Ruston,LA,71270,(318) 251-2400,,LouiseAdams@suddenlinkmail.com,http://www.thefabricshopinruston.com,Ron & Louise Adams,"M-F  10-5, Sa 9-12","M,ME,Q"
16557,The Sewing Nook,3305 S. Bell Street,,Amarillo,TX,79106,,,,,,(806) 355-4976,,sewingnook@arn.net,https://www.thesewingnook.com,Lori Gano,"M-F 10-6, Sa 10-5","M,ME,Q"
11242,Options Quilt Shop,102 E. Commerce Street,,Jacksonville,TX,75766,102 E. Commerce St,,Jacksonville,TX,75766,(903) 586-9546,,optionsquiltshop@gmail.com,https://optionsquiltshop.com,Marcie Alberts,"Tu-F 10-5, Sa 10-2","M,ME,Q"
6528,Sewing Arts Center,2306 Corinth Avenue,,Los Angeles,CA,90064,,,,,,(310) 450-4300,,contactus@SewingArts.com,www.sewingarts.com,Julie Harvey Marquez,"WThF 12-4, SaSu 11-4","M,ME,Q"
12800,Betty's Bobbin Box,2734 N. Grandview Avenue,,Odessa,TX,79762,2734 N. Grandview Avenue,,Odessa,TX,79762,(432) 550-0093,(800) 249-9791,caren@bettysbobbinbox.com,https://www.bettysbobbinbox.com,Caren  Reneau,"Tu-F 10-5, Sa 10-4","M,ME,Q"
7554,The Silver Thimble LLC,"1008 N. 7th Avenue, Suite G",,Bozeman,MT,59715,"1008 N. 7th Avenue, Suite G",,Bozeman,MT,59715,(406) 587-0531,,jessica@silverthimblemt.com,https://www.silverthimblemt.com,Jessica Higgins,M-Sa 10-4,"M,ME,Q"
13175,Dave's Bernina,2017 N 550 W,,Provo,UT,84604,,,,UT,,(801) 374-5520,,info@davesbernina.com,www.davesbernina.com,Richard Borget,"M-F 10-6, Sa 10-5; Summer hours may vary","M,ME,Q"
14186,A & A Sewing Center,"1209 Albertson Parkway, Suite J",,Broussard,LA,70518,,,,,,(337) 837-3444,,aasewingcenter@bellsouth.net,www.aasewingcenter.com, Helen St.Amand,"M-F 9-6, Sa 9-4","M,ME,Q"
10195,MidSouth Sewing Center,266 River Rock Blvd.,,Murfreesboro,TN,37128,,,,,,(615) 893-1800,,mssc@bellsouth.net,https://www.midsouthsewingcenter.com,Fred & Karen Rouse,"MThF 9-5, Tu 9-8, W 9-4, Sa 9-3","M,ME,Q"
13713,Quilts & More,200 E. Nichols Street,,Stronghurst,IL,61480,PO Box 300,,Stronghurst,IL,61480,(309) 924-2334,,quiltcutter@outlook.com,www.quiltsandmore.net,Janice Neff,"Tu-F 9-5, Sa 9-1","M,ME,Q"
3846,Kaimuki Dry Goods,1144 10th Avenue,,Honolulu,HI,96816,1144 10th Avenue,,Honolulu,HI,,(808) 734-2141,,info@kaimukidrygoods.com,https://www.kaimukidrygoods.com,Jessie Crusat Miller,TU-SA 9-5,"M,ME,Q"
7904,Bernina World of Sewing,"4410 Highway 17 Bypass S, Unit B7",,Murrells Inlet,SC,29576,"4410 Highway 17 Bypass S, Unit B7",,Murrells Inlet,SC,29576,(843) 357-3228,,sona@berninaworldofsewing.com,www.berninaworldofsewing.com,Sona Thorburn,"M-F 10-5, Sa 10-3","M,ME,Q"
17007,Living the Dream Quilt Shop,2858 Corbin Branch Road,,Bridgeport,WV,26330,2858 Corbin Branch Rd.,,Bridgeprt,WV,26330,(304) 884-9777,,livingthedreamquiltshop@outlook.com,http://www.livingthedreamquiltshop.com/,Becci Ware,"W 11-7,ThF 11-4, Sa 11-5","M,ME,Q"
8976,Golden Anchor Quilting,"3607 Claremont Rd, Suite 2",,Charlestown,NH,3603,367 Washington St Ste 6,,Claremont,NH,03743-5540,(603) 543-3311,,info@goldenanchorquilting.com,https://www.goldenanchorquilting.com/,Louisa & Darren Grindel,"M-Sa 10-5, Sun 11-4","M,ME,Q"
3197,Seams Sew Perfect,167 Lakewood Road,,Madison,ME,4950,167 Lakewood Road,,Madison,ME,4950,(207) 474-9628,,info@ssperfect.com,www.ssperfect.com,Nina Blauvelt,Tu-F 10-4;  Sa 10-2,"M,ME,Q"
17086,Grome's Sewing Machine Company,2040 Universal City Blvd.,,Universal City,TX,78148,,,,,,(210) 455-7349,,sales@gromes.com,https://www.gromes.com,Cyndi Gromes,"M-F 10-5:30, Sa 10-2","M,ME,Q"
7545,Little Timber Quilts & Candy,108 McLeod Street,,Big Timber,MT,59011,P.O. Box 1630,,Big Timber,MT,59011,(406) 932-6078,,info@ltquilts.com,https://www.ltquilts.com,Kary Engle,"Tu-F 10-5, Sa 9-3","M,ME,Q"
7104,Debbie's Quilt Shop & Gifts,605 Main Street,,Osage,IA,50461,605 Main Street,,Osage,IA,50461,(641) 732-1474,,debbies@osage.net,www.facebook.com/pages/Debbies-Quilt-Shop-Gifts/777492449004851,Debbie May,"M-F 9-4, Sa 9-1","M,ME,Q"
14992,Paramount Sewing & Vacuum,1015 River Road,,Eugene,OR,97404,1015 River Road,,Eugene,OR,97404,(541) 345-2100,,info@paramount-sew-vac.com,https://www.paramount-sew-vac.com,Laura Deming,"Tu-F 9-6, Sa 10-4","M,ME,Q"
